"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"5025","マーキュリーリアルテックイノベーター","東証GR","情報通信","20240126","597","6","1.02","591","590","690","590","655.71","928000","33.82","608497","1638","491","691","20230621","1115","46.46","20231120","481","24.12"
"5026","トリプルアイズ","東証GR","情報通信","20240126","730","21","2.96","709","709","736","702","725.01","18900","0.26","13703","5389","559","859","20230208","1065","31.46","20230417","591","23.52"
"5027","AnyMind_Group","東証GR","情報通信","20240126","963","-12","-1.23","975","960","972","944","959.39","88200","0.15","84618","56165","825","1125","20230703","1587","39.32","20231024","586","64.33"
"5028","セカンドサイトアナリティカ","東証GR","情報通信","20240126","631","2","0.32","629","650","672","631","652.8","306100","3.65","199821","5291","529","729","20231129","733","13.92","20230921","365","72.88"
"5029","サークレイス","東証GR","情報通信","20240126","651","100","18.15","551","536","651","530","614.1","914100","21.39","561347","2782","451","651","20230608","967","32.68","20231225","415","56.87"
"5031","モイ","東証GR","情報通信","20240126","255","4","1.59","251","251","256","249","253.26","34600","0.25","8763","3561","171","331","20230616","463","44.92","20231226","240","6.25"
"5032","ANYCOLOR","東証PR","情報通信","20240126","3770","-5","-0.13","3775","3740","3795","3675","3749.68","1311400","2.08","4917328","237588","3075","4475","20230621","4460","15.47","20230315","1965","91.86"
"5033","ヌーラボ","東証GR","情報通信","20240126","1266","-23","-1.78","1289","1286","1314","1260","1283.69","151300","2.34","194222","8172","989","1589","20240118","1354","6.5","20230110","631","100.63"
"5034","unerry","東証GR","情報通信","20240126","2516","-21","-0.83","2537","2536","2639","2485","2556.29","58800","1.58","150310","9378","2037","3040","20230718","5700","55.86","20231218","1857","35.49"
"5035","HOUSEI","東証GR","情報通信","20240126","519","-1","-0.19","520","524","524","517","520.43","6900","0.1","3591","3682","420","620","20230323","897","42.14","20231024","455","14.07"
"5036","日本ビジネスシステムズ","東証ST","情報通信","20240126","1587","5","0.32","1582","1574","1613","1559","1592.44","29200","0.06","46499","76757","1182","1982","20230206","1970","19.44","20230914","992","59.98"
"5038","eWeLL","東証GR","情報通信","20240126","1790","-39","-2.13","1829","1815","1819","1782","1794.3","38400","0.26","68901","26782","1429","2229","20230621","2865","37.52","20231016","1446","23.79"
"5070","ドラフト","東証GR","建設","20240126","710","-29","-3.92","739","731","738","710","718.99","105200","1.05","75638","7131","589","889","20240117","770","7.79","20230215","356","99.44"
"5071","ヴィス","東証ST","建設","20240126","1017","-1","-0.1","1018","1012","1020","1012","1015.94","1800","0.02","1829","8372","718","1318","20230203","1284","20.79","20230601","787","29.22"
"5074","テスホールディングス","東証PR","建設","20240126","455","-1","-0.22","456","456","460","452","456.28","269000","0.38","122738","32126","376","536","20230630","938","51.49","20231226","398","14.32"
"5076","インフロニア・ホールディングス","東証PR","建設","20240126","1549","-19.5","-1.24","1568.5","1568","1568","1543","1552.53","547800","0.2","850474","425735","1168.5","1968.5","20230921","1653","6.29","20230105","986","57.1"
"5078","セレコーポレーション","東証ST","建設","20240126","-","0","0","3445","-","-","-","-","-","0","-","12030","2745","4145","20240110","3560","100","20230317","2253","-100"
"5079","ノバック","東証ST","建設","20240126","3330","20","0.6","3310","3310","3340","3300","3316.53","16000","0.31","53065","17325","2610","4010","20231002","3795","12.25","20230104","2389","39.39"
"5101","横浜ゴム","東証PR","ゴム製品","20240126","3459","15","0.44","3444","3425","3472","3420","3455.37","505200","0.3","1745655","586470","2744","4144","20240112","3495","1.03","20230116","1948","77.57"
"5103","昭和ホールディングス","東証ST","ゴム製品","20240126","43","0","0","43","44","44","43","43.17","11900","0.02","514","3281","13","73","20230209","62","30.65","20230411","41","4.88"
"5105","TOYO_TIRE","東証PR","ゴム製品","20240126","2416.5","29.5","1.24","2387","2370","2447","2366","2416.5","2184900","1.42","5279818","372409","1887","2887","20231115","2650","8.81","20230320","1429","69.1"
"5108","ブリヂストン","東証PR","ゴム製品","20240126","6279","-3","-0.05","6282","6300","6327","6257","6288.93","1238000","0.17","7785701","4481311","5282","7282","20240123","6399","1.88","20230104","4548","38.06"
"5110","住友ゴム工業","東証PR","ゴム製品","20240126","1659","11.5","0.7","1647.5","1652.5","1667","1648","1659.45","856700","0.33","1421649","436388","1247.5","2047.5","20231113","1818","8.75","20230320","1095","51.51"
"5121","藤倉コンポジット","東証PR","ゴム製品","20240126","1470","-35","-2.33","1505","1494","1507","1467","1483.44","171700","0.73","254706","34466","1105","1905","20240123","1512","2.78","20230105","801","83.52"
"5122","オカモト","東証PR","ゴム製品","20240126","5030","-40","-0.79","5070","5070","5120","5020","5059.93","14700","0.08","74381","91040","4070","6070","20231115","5640","10.82","20230105","3625","38.76"
"5125","ファインズ","東証GR","情報通信","20240126","584","-6","-1.02","590","584","589","581","584.67","10100","0.22","5905","2671","490","690","20230220","1644","64.48","20231218","522","11.88"
"5126","ポーターズ","東証GR","情報通信","20240126","2392","110","4.82","2282","2270","2392","2231","2324.41","3400","0.22","7903","3761","1782","2782","20230821","2678","10.68","20230214","1748","36.84"
"5127","グッピーズ","東証GR","情報通信","20240126","3240","0","0","3240","3245","3245","3240","3240.7","75300","2.03","244025","11997","2540","3940","20230414","4090","20.78","20230106","1373","135.98"
"5129","FIXER","東証GR","情報通信","20240126","1204","-31","-2.51","1235","1223","1248","1197","1215.2","62900","0.43","76436","17778","935","1535","20230116","3095","61.1","20231016","988","21.86"
"5131","リンカーズ","東証GR","情報通信","20240126","211","-1","-0.47","212","213","216","208","212.13","82700","0.6","17543","2901","132","292","20230523","414","49.03","20231226","194","8.76"
"5132","pluszero","東証GR","情報通信","20240126","6060","-170","-2.73","6230","6230","6250","6040","6138.26","29900","1.18","183534","15405","5230","7230","20230306","10300","41.17","20230105","3250","86.46"
"5133","テリロジーホールディングス","東証ST","情報通信","20240126","292","3","1.04","289","290","297","287","292.73","72800","0.43","21311","4997","209","369","20230302","390","25.13","20231024","271","7.75"
"5134","POPER","東証GR","情報通信","20240126","600","2","0.33","598","597","601","597","598.17","1800","0.05","1077","2353","498","698","20230209","833","27.97","20231225","535","12.15"
"5136","tripla","東証GR","情報通信","20240126","1855","-29","-1.54","1884","1862","1957","1838","1889.74","610400","10.62","1153496","10663","1484","2284","20230308","3225","42.48","20231024","1013","83.12"
"5137","スマートドライブ","東証GR","情報通信","20240126","1808","18","1.01","1790","1790","1873","1770","1826.97","31500","0.51","57549","11233","1390","2190","20230630","3720","51.4","20230105","1284","40.81"
"5138","Rebase","東証GR","情報通信","20240126","855","-10","-1.16","865","874","878","850","863.86","27100","0.59","23411","3940","715","1015","20230704","1556","45.05","20231218","751","13.85"
"5139","オープンワーク","東証GR","情報通信","20240126","953","17","1.82","936","945","969","940","954.66","221100","1.04","211075","20325","786","1086","20230217","1798","47","20230922","728","30.91"
"5142","アキレス","東証PR","化学","20240126","1546","-17","-1.09","1563","1563","1563","1546","1552.28","14200","0.09","22042","23751","1163","1963","20240110","1630","5.15","20230117","1218","26.93"
"5161","西川ゴム工業","東証ST","ゴム製品","20240126","2155","32","1.51","2123","2120","2174","2107","2147.74","46800","0.23","100514","43090","1623","2623","20240126","2174","0.87","20230117","1060","103.3"
"5162","朝日ラバー","東証ST","ゴム製品","20240126","545","0","0","545","550","550","540","544.06","6900","0.15","3754","2517","445","645","20230424","638","14.58","20230214","508","7.28"
"5184","ニチリン","東証ST","ゴム製品","20240126","3575","-5","-0.14","3580","3600","3675","3575","3626.82","37000","0.26","134193","51378","2880","4280","20240126","3675","2.72","20230104","1730","106.65"
"5185","フコク","東証PR","ゴム製品","20240126","1440","-20","-1.37","1460","1450","1461","1435","1445.07","30800","0.17","44508","25357","1160","1760","20230724","1664","13.46","20230320","991","45.31"
"5186","ニッタ","東証PR","ゴム製品","20240126","3725","-75","-1.97","3800","3770","3780","3725","3744.43","30500","0.1","114205","112765","3100","4500","20240115","3940","5.46","20230106","2720","36.95"
"5187","クリエートメディック","東証ST","精密機器","20240126","899","0","0","899","900","902","897","899.7","12500","0.13","11246","8688","749","1049","20230905","940","4.36","20230116","862","4.29"
"5189","櫻護謨","東証ST","ゴム製品","20240126","2899","-93","-3.11","2992","2990","2990","2800","2892.24","94400","4.66","273028","5868","2492","3495","20230403","4515","35.79","20230322","1310","121.3"
"5191","住友理工","東証PR","ゴム製品","20240126","1138","-32","-2.74","1170","1165","1166","1136","1147.33","164100","0.16","188277","118401","870","1470","20230920","1191","4.45","20230105","591","92.55"
"5192","三ツ星ベルト","東証PR","ゴム製品","20240126","4815","-10","-0.21","4825","4820","4850","4805","4825.37","191900","0.59","925988","156989","4125","5530","20230906","5020","4.08","20230105","3330","44.59"
"5194","相模ゴム工業","東証ST","ゴム製品","20240126","937","2","0.21","935","930","950","930","942.46","9000","0.08","8482","10248","785","1085","20230905","1022","8.32","20230126","727","28.89"
"5195","バンドー化学","東証PR","ゴム製品","20240126","1737","-23","-1.31","1760","1760","1772","1737","1747.77","49000","0.11","85641","76799","1360","2160","20240123","1818","4.46","20230105","924","87.99"
"5199","不二ラテックス","東証ST","ゴム製品","20240126","-","0","0","1894","-","-","-","-","-","0","-","2436","1494","2294","20230220","2063","100","20230106","1850","-100"
"5201","AGC","東証PR","ガラス土石","20240126","5468","43","0.79","5425","5444","5511","5391","5460.52","1336300","0.61","7296894","1188933","4425","6425","20240126","5511","0.78","20230104","4310","26.87"
"5202","日本板硝子","東証PR","ガラス土石","20240126","606","16","2.71","590","600","611","594","604.98","1498700","1.64","906679","55381","490","690","20230913","882","31.29","20231214","536","13.06"
"5204","石塚硝子","東証ST","ガラス土石","20240126","3240","-85","-2.56","3325","3320","3350","3235","3273.45","50300","1.19","164655","13671","2625","4025","20231219","3700","12.43","20230118","1402","131.1"
"5208","有沢製作所","東証PR","化学","20240126","1105","11","1.01","1094","1095","1108","1094","1101.21","172700","0.51","190178","37073","794","1394","20230227","1438","23.16","20230804","995","11.06"
"5210","日本山村硝子","東証ST","ガラス土石","20240126","1392","-15","-1.07","1407","1406","1410","1384","1394.32","87400","0.78","121864","15514","1107","1707","20230829","2120","34.34","20230117","509","173.48"
"5212","不二硝子","東証ST","ガラス土石","20240126","-","0","0","1698","-","-","-","-","-","0","-","3637","1298","2098","20231226","1711","100","20230613","991","-100"
"5214","日本電気硝子","東証PR","ガラス土石","20240126","3167","-9","-0.28","3176","3159","3180","3146","3164.69","493500","0.5","1561775","315190","2476","3876","20240112","3232","2.01","20230104","2295","38"
