"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"4690","日本パレットプール","東証ST","サービス","20240126","2317","-11","-0.47","2328","2291","2317","2254","2283.13","19800","1.16","45206","3939","1828","2828","20230417","2676","13.42","20230106","1399","65.62"
"4691","ワシントンホテル","東証ST","サービス","20240126","775","-9","-1.15","784","783","786","773","778.76","42800","0.35","33331","9432","634","934","20230425","1082","28.37","20231214","698","11.03"
"4694","ビー・エム・エル","東証PR","サービス","20240126","2844","-6","-0.21","2850","2837","2868","2827","2847.5","82600","0.2","235204","120285","2350","3350","20230126","3390","16.11","20230815","2594","9.64"
"4704","トレンドマイクロ","東証PR","情報通信","20240126","8192","-58","-0.7","8250","8138","8203","8121","8169.07","506100","0.36","4134369","1154082","6750","9750","20240117","8534","4.01","20231004","5420","51.14"
"4705","クリップコーポレーション","東証ST","サービス","20240126","922","2","0.22","920","921","923","918","920.77","3000","0.07","2762","4182","770","1070","20240126","923","0.11","20230330","773","19.28"
"4707","キタック","東証ST","サービス","20240126","400","-4","-0.99","404","404","409","400","403.79","31000","0.52","12518","2388","324","484","20230706","479","16.49","20230120","266","50.38"
"4709","IDホールディングス","東証PR","情報通信","20240126","1724","-26","-1.49","1750","1745","1765","1721","1737.98","35200","0.19","61177","31147","1350","2150","20240117","1794","3.9","20230106","899","91.77"
"4712","KeyHolder","東証ST","サービス","20240126","844","-8","-0.94","852","850","858","843","848.6","28300","0.15","24015","16008","702","1002","20230612","1215","30.53","20230117","690","22.32"
"4714","リソー教育","東証PR","サービス","20240126","243","1","0.41","242","241","244","240","242.26","732900","0.47","177550","37959","162","322","20230105","373","34.85","20231222","208","16.83"
"4716","日本オラクル","東証ST","情報通信","20240126","11685","-345","-2.87","12030","11990","11990","11640","11755.09","121400","0.09","1427068","1499027","9030","15030","20240123","12095","3.39","20230110","8210","42.33"
"4718","早稲田アカデミー","東証PR","サービス","20240126","1687","5","0.3","1682","1694","1704","1676","1689.13","25700","0.14","43411","32074","1282","2082","20231220","1878","10.17","20230106","1101","53.22"
"4719","アルファシステムズ","東証PR","情報通信","20240126","3105","-5","-0.16","3110","3110","3160","3105","3125.16","12300","0.09","38440","43633","2410","3810","20230309","4420","29.75","20231031","2648","17.26"
"4720","城南進学研究社","東証ST","サービス","20240126","384","-1","-0.26","385","383","385","383","383.35","2000","0.02","767","3432","305","465","20230316","402","4.48","20231228","373","2.95"
"4722","フューチャー","東証PR","情報通信","20240126","1771","-16","-0.9","1787","1764","1806","1758","1785.84","174900","0.18","312343","168826","1387","2187","20230420","1913","7.42","20231024","1422","24.54"
"4725","CACホールディングス","東証PR","情報通信","20240126","1773","-5","-0.28","1778","1774","1784","1770","1776.16","30500","0.15","54173","36420","1378","2178","20231011","1813","2.21","20230213","1368","29.61"
"4726","SBテクノロジー","東証PR","情報通信","20240126","2473","-18","-0.72","2491","2454","2489","2452","2469.35","32500","0.14","80254","56280","1991","2991","20230705","2764","10.53","20230105","1815","36.25"
"4728","トーセ","東証ST","情報通信","20240126","712","2","0.28","710","715","715","710","711.66","6400","0.08","4555","5527","560","860","20230706","844","15.64","20231226","684","4.09"
"4732","ユー・エス・エス","東証PR","サービス","20240126","2816.5","-12.5","-0.44","2829","2825.5","2836.5","2801.5","2817.94","407500","0.16","1148312","723841","2329","3329","20231205","2994","5.93","20230111","1995","41.18"
"4733","オービックビジネスコンサルタント","東証PR","情報通信","20240126","6863","-70","-1.01","6933","6914","6944","6800","6881.9","196100","0.26","1349540","517498","5933","7933","20240115","7090","3.2","20230106","4145","65.57"
"4735","京進","東証ST","サービス","20240126","362","-1","-0.28","363","363","363","360","362.19","1600","0.02","580","3039","283","443","20230914","430","15.81","20231116","328","10.37"
"4736","日本ラッド","東証ST","情報通信","20240126","719","-11","-1.51","730","729","729","713","719.64","18700","0.35","13457","3851","580","880","20230915","909","20.9","20230110","435","65.29"
"4743","アイティフォー","東証PR","情報通信","20240126","1211","-14","-1.14","1225","1219","1223","1205","1214.5","67400","0.24","81857","34649","925","1525","20240112","1238","2.18","20230105","815","48.59"
"4745","東京個別指導学院","東証ST","サービス","20240126","446","-1","-0.22","447","447","449","446","447.3","22500","0.04","10064","24214","367","527","20230124","547","18.46","20231226","418","6.7"
"4746","東計電算","東証ST","情報通信","20240126","3510","-60","-1.68","3570","3555","3570","3500","3532.43","6800","0.04","24021","65637","2870","4270","20231206","3670","4.36","20230116","2500","40.4"
"4748","構造計画研究所","東証ST","情報通信","20240126","3960","-20","-0.5","3980","3990","4000","3950","3977.27","7500","0.14","29830","21780","3280","4680","20240115","4055","2.34","20230104","2798","41.53"
"4750","ダイサン","東証ST","サービス","20240126","593","-2","-0.34","595","596","596","591","594.48","2900","0.04","1724","4517","495","695","20231017","639","7.2","20231206","549","8.01"
"4751","サイバーエージェント","東証PR","サービス","20240126","951.3","2.5","0.26","948.8","952.1","974.9","948.3","958.27","10618600","2.1","10175513","481563","798.8","1099","20230126","1268","24.98","20231030","756","25.83"
"4752","昭和システムエンジニアリング","東証ST","情報通信","20240126","1440","7","0.49","1433","1446","1446","1425","1435.75","1600","0.03","2297","6926","1133","1733","20240116","1494","3.61","20230509","889","61.98"
"4754","トスネット","東証ST","サービス","20240126","1189","2","0.17","1187","1190","1190","1187","1187.86","2800","0.06","3326","5627","887","1487","20230905","1445","17.72","20230111","820","45"
"4755","楽天グループ","東証PR","サービス","20240126","684.7","23.2","3.51","661.5","665","691.4","662.5","681.07","37577000","1.75","25592558","1466723","561.5","761.5","20230515","749","8.58","20230628","466","46.93"
"4760","アルファ","東証ST","サービス","20240126","1724","-46","-2.6","1770","1739","1772","1658","1719.2","26100","2.85","44871","1578","1370","2170","20240122","2615","34.07","20230713","1003","71.88"
"4761","さくらケーシーエス","東証ST","情報通信","20240126","916","18","2","898","899","916","899","911.56","5000","0.04","4558","10259","748","1048","20231121","936","2.14","20230104","786","16.54"
"4762","エックスネット","東証ST","情報通信","20240126","1127","4","0.36","1123","1120","1135","1120","1127.69","5500","0.07","6202","9311","823","1423","20240112","1161","2.93","20230110","991","13.72"
"4763","クリーク・アンド・リバー社","東証PR","サービス","20240126","1955","-5","-0.26","1960","1952","1976","1951","1961.97","57500","0.25","112813","44983","1560","2360","20230407","2420","19.21","20231024","1784","9.59"
"4765","SBIグローバルアセットマネジメント","東証PR","サービス","20240126","640","-3","-0.47","643","643","647","638","641.57","162400","0.18","104190","57391","543","743","20240109","665","3.76","20230104","446","43.5"
"4766","ピーエイ","東証ST","サービス","20240126","318","-3","-0.93","321","322","322","314","316.86","18100","0.16","5735","3571","241","401","20231128","432","26.39","20230316","157","102.55"
"4767","テー・オー・ダブリュー","東証ST","サービス","20240126","332","-3","-0.9","335","336","337","332","334.64","138800","0.28","46449","16258","255","415","20230515","338","1.78","20230116","278","19.42"
"4768","大塚商会","東証PR","情報通信","20240126","6134","-27","-0.44","6161","6120","6160","6083","6129.6","304500","0.16","1866462","1165473","5161","7161","20230907","6599","7.05","20230116","4035","52.02"
"4769","IC","東証ST","情報通信","20240126","-","0","0","935","-","-","-","-","-","0","-","7230","785","1085","20230106","1010","100","20230330","830","-100"
"4770","図研エルミック","東証ST","情報通信","20240126","313","-1","-0.32","314","315","316","312","313.77","5700","0.09","1789","1967","234","394","20230210","440","28.86","20231016","262","19.47"
"4771","エフアンドエム","東証ST","サービス","20240126","1977","12","0.61","1965","1970","2002","1962","1985.99","57000","0.36","113202","31067","1565","2365","20230726","2997","34.03","20240118","1750","12.97"
"4772","ストリームメディアコーポレーション","東証GR","情報通信","20240126","203","-2","-0.98","205","200","206","199","201.96","410300","0.35","82864","23529","125","285","20230616","369","44.99","20230105","120","69.17"
"4776","サイボウズ","東証PR","情報通信","20240126","2138","-27","-1.25","2165","2148","2224","2133","2175.15","466100","0.88","1013836","112796","1665","2665","20230320","3270","34.62","20231024","1636","30.68"
"4777","ガーラ","東証ST","情報通信","20240126","275","1","0.36","274","271","280","271","276.56","60300","0.24","16677","6885","194","354","20230224","569","51.67","20240122","257","7"
"4781","日本ハウズイング","東証ST","サービス","20240126","1074","14","1.32","1060","1056","1077","1056","1061.5","4000","0.01","4246","69080","760","1360","20230106","1329","19.19","20231120","950","13.05"
"4783","NCD","東証ST","情報通信","20240126","1443","-4","-0.28","1447","1437","1460","1426","1446.04","33700","0.38","48732","12698","1147","1747","20240125","1464","1.43","20230116","665","116.99"
"4784","GMOアドパートナーズ","東証ST","サービス","20240126","344","-1","-0.29","345","346","346","344","344.75","10900","0.07","3758","5764","265","425","20230202","460","25.22","20231228","336","2.38"
"4792","山田コンサルティンググループ","東証PR","サービス","20240126","1768","5","0.28","1763","1777","1817","1768","1786.22","31500","0.16","56266","35176","1363","2163","20230511","2067","14.47","20230105","1136","55.63"
"4800","オリコン","東証ST","情報通信","20240126","834","0","0","834","834","839","830","835.2","13800","0.09","11526","12613","684","984","20230417","1135","26.52","20231024","718","16.16"
"4801","セントラルスポーツ","東証PR","サービス","20240126","2488","-18","-0.72","2506","2506","2510","2488","2501.34","18400","0.16","46025","28528","2006","3010","20230516","2596","4.16","20230718","2322","7.15"
"4809","パラカ","東証PR","不動産","20240126","1911","-35","-1.8","1946","1942","1942","1906","1919.98","25700","0.25","49344","19705","1546","2346","20230308","2121","9.9","20230106","1800","6.17"
"4811","ドリーム・アーツ","東証GR","情報通信","20240126","3740","-10","-0.27","3750","3715","3885","3700","3786.64","62400","1.54","236287","15164","3050","4450","20240125","3920","4.59","20231101","2320","61.21"
"4812","電通総研","東証PR","情報通信","20240126","5640","-170","-2.93","5810","5750","5770","5630","5698.68","101800","0.16","580126","367629","4810","6810","20231219","6040","6.62","20230105","3765","49.8"
"4813","ACCESS","東証PR","情報通信","20240126","776","5","0.65","771","764","786","762","777.6","122100","0.31","94945","30889","621","921","20230602","1174","33.9","20231212","653","18.84"
"4814","ネクストウェア","東証ST","情報通信","20240126","202","4","2.02","198","197","207","197","202.63","329800","2.53","66827","2629","148","248","20231120","273","26.01","20230104","159","27.04"
"4816","東映アニメーション","東証ST","情報通信","20240126","17400","100","0.58","17300","17280","17550","17180","17347.4","49700","0.12","862166","730800","13300","21300","20231214","20770","16.23","20230117","11590","50.13"
"4819","デジタルガレージ","東証PR","情報通信","20240126","3595","50","1.41","3545","3510","3615","3495","3582.03","313600","0.66","1123325","171186","2845","4245","20230511","4930","27.08","20231020","2773","29.64"
"4820","イーエムシステムズ","東証PR","情報通信","20240126","686","-8","-1.15","694","690","696","686","688.57","37900","0.05","26097","51117","594","794","20230208","955","28.17","20231116","642","6.85"
"4824","メディアシーク","東証GR","情報通信","20240126","302","0","0","302","302","302","298","299.9","12100","0.12","3629","2950","222","382","20230602","384","21.35","20230817","274","10.22"
"4825","ウェザーニューズ","東証PR","情報通信","20240126","5450","0","0","5450","5450","5470","5430","5451.02","19700","0.17","107385","64550","4450","6450","20230201","7170","23.99","20231226","5240","4.01"
"4826","CIJ","東証PR","情報通信","20240126","672","-3","-0.44","675","671","684","668","674.22","46500","0.1","31351","29926","575","775","20230608","721","6.8","20230105","420","60"
"4828","ビジネスエンジニアリング","東証PR","情報通信","20240126","4585","-70","-1.5","4655","4645","4695","4580","4621.05","8100","0.07","37431","55020","3955","5360","20240122","4730","3.07","20230116","2229","105.7"
"4829","日本エンタープライズ","東証ST","情報通信","20240126","127","1","0.79","126","127","128","126","126.94","125800","0.33","15969","4894","76","176","20230705","151","15.89","20231031","114","11.4"
"4832","JFEシステムズ","東証ST","情報通信","20240126","4275","115","2.76","4160","4190","4320","4165","4256.08","56100","0.36","238766","67143","3460","4860","20240126","4320","1.04","20230104","2291","86.6"
"4833","Success_Holders","東証GR","サービス","20240126","93","1","1.09","92","93","94","92","93.01","30500","0.1","2837","2725","62","122","20230310","155","40","20231227","92","1.09"
"4837","シダックス","東証ST","サービス","20240126","804","0","0","804","804","804","804","804","19700","0.04","15839","44801","654","954","20230215","824","2.43","20230818","512","57.03"
"4838","スペースシャワーネットワーク","東証ST","情報通信","20240126","534","-2","-0.37","536","536","540","530","534.94","11000","0.12","5884","4705","436","636","20230815","670","20.3","20230104","414","28.99"
"4839","WOWOW","東証PR","情報通信","20240126","1139","2","0.18","1137","1137","1150","1134","1144.26","52300","0.18","59845","32854","837","1437","20230227","1323","13.91","20231226","1024","11.23"
"4840","トライアイズ","東証GR","サービス","20240126","313","1","0.32","312","313","313","313","313","200","0","63","2598","232","392","20230627","484","35.33","20231228","287","9.06"
"4845","スカラ","東証PR","情報通信","20240126","759","0","0","759","761","762","758","760.08","34400","0.19","26147","13467","609","909","20230607","814","6.76","20230104","694","9.37"
"4847","インテリジェントウェイブ","東証PR","情報通信","20240126","1062","9","0.85","1053","1054","1081","1051","1068.2","91900","0.35","98167","27973","753","1353","20231128","1102","3.63","20230316","675","57.33"
"4848","フルキャストホールディングス","東証PR","サービス","20240126","1808","11","0.61","1797","1797","1844","1787","1818.7","92500","0.25","168230","67775","1397","2197","20230201","2888","37.4","20231024","1621","11.54"
"4849","エン・ジャパン","東証PR","サービス","20240126","2678","32","1.21","2646","2634","2686","2614","2667.73","107800","0.22","287582","133139","2146","3150","20230801","2833","5.47","20231026","2078","28.87"
"4875","メディシノバ・インク（外国株）","東証ST","医薬品","20240126","223","-3","-1.33","226","222","225","221","222.82","29000","0.06","6462","-","146","306","20230928","392","43.11","20231225","172","29.65"
"4880","セルソース","東証PR","医薬品","20240126","1238","-27","-2.13","1265","1262","1267","1219","1237.43","212500","1.07","262954","24511","965","1565","20230104","3940","68.58","20240122","1179","5"
"4881","ファンペップ","東証GR","医薬品","20240126","142","1","0.71","141","141","144","140","141.8","80400","0.33","11401","3442","91","191","20230216","286","50.35","20231225","122","16.39"
"4882","ペルセウスプロテオミクス","東証GR","医薬品","20240126","640","7","1.11","633","633","651","619","634.49","534900","4.52","339390","7571","533","733","20231122","879","27.19","20230818","255","150.98"
"4883","モダリス","東証GR","医薬品","20240126","114","4","3.64","110","110","114","109","111.36","248100","0.74","27628","3803","60","160","20230217","351","67.52","20231226","99","15.15"
"4884","クリングルファーマ","東証GR","医薬品","20240126","743","-16","-2.11","759","760","764","743","750.95","40800","0.65","30639","4680","609","909","20230306","1404","47.08","20230106","511","45.4"
"4885","室町ケミカル","東証ST","医薬品","20240126","702","-8","-1.13","710","710","710","700","702.82","13500","0.33","9488","2875","560","860","20230609","905","22.43","20231227","670","4.78"
"4886","あすか製薬ホールディングス","東証PR","医薬品","20240126","1988","-5","-0.25","1993","2001","2002","1971","1988.57","86700","0.28","172409","60760","1593","2393","20240126","2002","0.7","20230316","1104","80.07"
"4887","サワイグループホールディングス","東証PR","医薬品","20240126","5652","8","0.14","5644","5672","5705","5602","5652.18","301600","0.69","1704699","247576","4644","6644","20240117","5968","5.29","20230601","3255","73.64"
"4888","ステラファーマ","東証GR","医薬品","20240126","266","-4","-1.48","270","268","275","266","269.76","93500","0.3","25222","8306","190","350","20230221","472","43.64","20231024","258","3.1"
"4889","レナサイエンス","東証GR","医薬品","20240126","414","-7","-1.66","421","422","423","412","417.11","28100","0.22","11721","5263","341","501","20230626","650","36.31","20230117","319","29.78"
"4890","坪田ラボ","東証GR","医薬品","20240126","350","-9","-2.51","359","352","360","346","352.11","94200","0.37","33169","8952","279","439","20230324","953","63.27","20231225","290","20.69"
"4891","ティムス","東証GR","医薬品","20240126","289","-11","-3.67","300","301","302","283","293.89","1863900","5.09","547773","10579","220","380","20230217","750","61.47","20231225","159","81.76"
"4892","サイフューズ","東証GR","医薬品","20240126","771","15","1.98","756","761","788","751","767.88","225200","2.85","172927","6087","606","906","20230410","1797","57.1","20231024","668","15.42"
"4893","ノイルイミューン・バイオテック","東証GR","医薬品","20240126","198","-5","-2.46","203","203","203","198","200.4","106000","0.24","21242","8569","123","283","20230628","775","74.45","20231221","186","6.45"
"4894","クオリプス","東証GR","医薬品","20240126","2488","-54","-2.12","2542","2500","2538","2460","2498.86","279700","3.54","698931","19651","2042","3045","20230705","2800","11.14","20230627","1287","93.32"
"4896","ケイファーマ","東証GR","医薬品","20240126","623","-7","-1.11","630","630","640","622","631.53","19000","0.16","11999","7230","530","730","20231017","980","36.43","20231214","531","17.33"
"4901","富士フイルムホールディングス","東証PR","化学","20240126","9219","2","0.02","9217","9281","9283","9170","9218.94","1107000","0.27","10205366","3822435","7717","10720","20240117","9399","1.92","20230301","6260","47.27"
"4902","コニカミノルタ","東証PR","電気機器","20240126","412.9","1.4","0.34","411.5","412.6","416.8","410.2","413.49","4387500","0.87","1814206","207550","331.5","491.5","20230228","604","31.64","20231221","399","3.48"
"4911","資生堂","東証PR","化学","20240126","4049","40","1","4009","4041","4108","4025","4061.66","2620900","0.66","10645196","1619600","3309","4709","20230621","7160","43.45","20231208","3740","8.26"
"4912","ライオン","東証PR","化学","20240126","1301.5","-9.5","-0.72","1311","1309","1311","1299","1302.19","1173600","0.4","1528254","380736","1011","1611","20230905","1607","19.01","20231108","1265","2.89"
"4914","高砂香料工業","東証PR","化学","20240126","3515","-40","-1.13","3555","3555","3560","3515","3532.98","18100","0.09","63947","70836","2855","4255","20240112","3630","3.17","20230105","2463","42.71"
"4917","マンダム","東証PR","化学","20240126","1270","-11","-0.86","1281","1282","1284","1270","1275.55","172800","0.36","220414","61302","981","1581","20230515","1655","23.26","20231109","1234","2.92"
"4918","アイビー化粧品","東証ST","化学","20240126","424","-4","-0.93","428","430","432","422","425.51","23500","0.46","10000","2190","348","508","20230718","660","35.76","20240118","420","0.95"
"4919","ミルボン","東証PR","化学","20240126","3505","-1","-0.03","3506","3529","3580","3505","3531.32","128300","0.39","453068","116076","2806","4206","20230220","5870","40.29","20231213","3247","7.95"
"4920","日本色材工業研究所","東証ST","化学","20240126","1655","0","0","1655","1655","1668","1652","1656.96","2700","0.13","4474","3474","1255","2055","20231002","2631","37.1","20230106","1171","41.33"
"4921","ファンケル","東証PR","化学","20240126","2359.5","47.5","2.05","2312","2323.5","2385","2317","2357.85","947100","0.73","2233117","307568","1812","2812","20230814","2795","15.58","20231016","2127","10.93"
"4922","コーセー","東証PR","化学","20240126","9493","-88","-0.92","9581","9628","9670","9488","9554.69","380900","0.63","3639382","575205","8081","11085","20230414","16440","42.26","20240122","9161","3.62"
"4923","コタ","東証PR","化学","20240126","1595","0","0","1595","1599","1601","1595","1597.9","49900","0.17","79735","47755","1195","1995","20230501","1691","5.68","20230113","1482","7.62"
"4925","ハーバー研究所","東証ST","化学","20240126","2160","-13","-0.6","2173","2173","2173","2150","2157.84","3800","0.1","8200","8500","1673","2673","20230210","2500","13.6","20231227","2068","4.45"
"4926","シーボン","東証ST","化学","20240126","1498","-2","-0.13","1500","1500","1500","1496","1497.46","3900","0.09","5840","6413","1100","1900","20230214","1629","8.04","20231226","1477","1.42"
"4927","ポーラ・オルビスホールディングス","東証PR","化学","20240126","1534","-8","-0.52","1542","1541.5","1546","1528","1536.1","709100","0.31","1089247","351495","1142","1942","20230621","2216","30.78","20231031","1495","2.61"
"4928","ノエビアホールディングス","東証PR","化学","20240126","5190","-30","-0.57","5220","5220","5230","5190","5206.57","45200","0.13","235337","177273","4220","6220","20230104","5790","10.36","20231215","4985","4.11"
"4929","アジュバンホールディングス","東証ST","化学","20240126","927","-1","-0.11","928","928","933","927","928.43","6100","0.08","5663","7456","778","1078","20230307","1054","12.05","20231030","908","2.09"
"4930","グラフィコ","東証ST","化学","20240126","2404","-4","-0.17","2408","2410","2438","2404","2414.11","900","0.1","2173","2256","1908","2908","20240105","2650","9.28","20230314","2005","19.9"
"4931","新日本製薬","東証PR","化学","20240126","1751","1","0.06","1750","1745","1764","1740","1751.6","34800","0.16","60956","38268","1350","2150","20240110","1791","2.23","20230117","1330","31.65"
"4932","アルマード","東証ST","化学","20240126","1445","1","0.07","1444","1450","1466","1444","1454.05","26900","0.26","39114","15019","1144","1744","20240124","1472","1.83","20230214","1043","38.54"
"4933","I-ne","東証PR","化学","20240126","2439","1","0.04","2438","2444","2464","2424","2438.63","27800","0.16","67794","43344","1938","2938","20230217","4060","39.93","20231215","2268","7.54"
"4934","プレミアアンチエイジング","東証GR","化学","20240126","956","-3","-0.31","959","962","968","954","960.9","19200","0.22","18449","8337","809","1109","20230818","1957","51.15","20231215","844","13.27"
"4935","リベルタ","東証ST","化学","20240126","697","4","0.58","693","688","697","688","693.11","900","0.03","624","2082","593","793","20230720","875","20.34","20230207","514","35.6"
"4936","アクシージア","東証PR","化学","20240126","891","-1","-0.11","892","893","907","891","896.75","82200","0.33","73713","22424","742","1042","20230111","1566","43.1","20240104","856","4.09"
"4937","Waqoo","東証GR","化学","20240126","2055","-27","-1.3","2082","2062","2067","2003","2036.36","29400","0.81","59869","7416","1582","2582","20230629","2848","27.84","20230320","895","129.61"
"4951","エステー","東証PR","化学","20240126","1534","-3","-0.2","1537","1539","1540","1534","1536.21","17800","0.08","27345","35282","1137","1937","20230518","1638","6.35","20231004","1473","4.14"
"4955","アグロカネショウ","東証ST","化学","20240126","1374","-12","-0.87","1386","1392","1412","1371","1389.8","8600","0.06","11952","18418","1086","1686","20230517","1866","26.37","20231024","1239","10.9"
"4956","コニシ","東証PR","化学","20240126","1357","-15","-1.09","1372","1379","1385","1356","1368.12","81100","0.12","110955","95553","1072","1672","20240115","1479","8.25","20230105","826","64.29"
"4957","ヤスハラケミカル","東証ST","化学","20240126","625","1","0.16","624","626","628","625","626.58","1200","0.01","752","6775","524","724","20231121","666","6.16","20230104","498","25.5"
"4958","長谷川香料","東証PR","化学","20240126","3235","0","0","3235","3235","3255","3215","3236.25","38800","0.09","125567","138161","2535","3935","20230629","3630","10.88","20230116","2750","17.64"
"4960","ケミプロ化成","東証ST","化学","20240126","364","0","0","364","359","364","358","361.92","2600","0.02","941","6051","284","444","20240110","393","7.38","20230814","261","39.46"
"4966","上村工業","東証ST","化学","20240126","10740","-360","-3.24","11100","10820","10980","10660","10765.63","12600","0.06","135647","212180","8100","14100","20231225","11410","5.87","20230104","5870","82.96"
"4967","小林製薬","東証PR","化学","20240126","6804","147","2.21","6657","6658","6851","6650","6773.04","403600","0.52","2733597","531052","5657","7657","20230201","9410","27.69","20231030","6070","12.09"
"4968","荒川化学工業","東証PR","化学","20240126","1054","-4","-0.38","1058","1058","1061","1054","1057.51","29000","0.14","30668","21768","758","1358","20230915","1078","2.23","20230111","943","11.77"
"4970","東洋合成工業","東証ST","化学","20240126","8650","-260","-2.92","8910","8760","8900","8650","8762.1","85700","1.05","750912","70440","7410","10410","20230703","10560","18.09","20231031","5930","45.87"
"4971","メック","東証PR","化学","20240126","4440","5","0.11","4435","4455","4555","4395","4460.42","168600","0.84","752026","89116","3735","5140","20240126","4555","2.52","20230104","2010","120.9"
"4972","綜研化学","東証ST","化学","20240126","2760","-25","-0.9","2785","2752","2779","2729","2761.26","15900","0.19","43904","22908","2285","3285","20240125","2785","0.9","20230206","1700","62.35"
"4973","日本高純度化学","東証PR","化学","20240126","2590","-6","-0.23","2596","2613","2660","2573","2609.15","43200","0.71","112715","15714","2096","3100","20230606","2740","5.47","20230208","2307","12.27"
"4974","タカラバイオ","東証PR","化学","20240126","1254","12","0.97","1242","1244","1260","1228","1249.17","204200","0.17","255081","151001","942","1542","20230216","1826","31.33","20231212","1114","12.57"
"4975","JCU","東証PR","化学","20240126","3755","-130","-3.35","3885","3885","3885","3755","3803.07","50900","0.19","193577","102294","3185","4585","20231229","4005","6.24","20231011","2940","27.72"
"4976","東洋ドライルーブ","東証ST","化学","20240126","2857","0","0","2857","2857","2857","2857","2857","2100","0.15","6000","3871","2357","3360","20240111","2875","0.63","20230104","2218","28.81"
"4977","新田ゼラチン","東証ST","化学","20240126","756","-19","-2.45","775","768","769","756","761.95","56900","0.31","43355","13891","625","925","20230509","915","17.38","20231024","650","16.31"
"4978","リプロセル","東証GR","化学","20240126","169","1","0.6","168","166","171","165","168.4","629300","0.74","105973","14389","118","218","20230523","329","48.63","20231226","158","6.96"
"4979","OATアグリオ","東証ST","化学","20240126","1965","14","0.72","1951","1948","1968","1938","1953.65","38900","0.35","75997","21756","1551","2351","20230703","2153","8.73","20230407","1298","51.39"
"4980","デクセリアルズ","東証PR","化学","20240126","4194","-210","-4.77","4404","4334","4344","4171","4221.91","358100","0.59","1511865","256549","3704","5104","20231128","4649","9.79","20230406","2421","73.23"
"4985","アース製薬","東証PR","化学","20240126","4440","-25","-0.56","4465","4460","4465","4420","4442.05","99800","0.45","443317","98306","3765","5170","20230622","5250","15.43","20240125","4410","0.68"
"4987","寺岡製作所","東証ST","化学","20240126","562","-1","-0.18","563","562","563","562","562.01","13300","0.05","7475","14999","463","663","20231208","673","16.49","20230605","296","89.86"
"4990","昭和化学工業","東証ST","化学","20240126","465","1","0.22","464","464","465","463","463.33","900","0.01","417","5570","384","544","20230418","496","6.25","20230124","391","18.93"
"4992","北興化学工業","東証ST","化学","20240126","1036","-10","-0.96","1046","1043","1043","1023","1035.08","103400","0.34","107027","31065","746","1346","20231226","1115","7.09","20230116","771","34.37"
"4994","大成ラミック","東証ST","化学","20240126","2972","-33","-1.1","3005","3015","3015","2972","2985.05","7800","0.11","23283","20945","2305","3705","20230906","3270","9.11","20231218","2740","8.47"
"4996","クミアイ化学工業","東証PR","化学","20240126","848","-7","-0.82","855","854","854","845","849.42","588000","0.44","499458","112941","705","1005","20230905","1178","28.01","20231226","759","11.73"
"4997","日本農薬","東証PR","化学","20240126","678","-6","-0.88","684","679","686","677","681.09","116500","0.14","79346","55574","584","784","20230731","746","9.12","20231117","587","15.5"
"4998","フマキラー","東証ST","化学","20240126","1141","-7","-0.61","1148","1149","1149","1141","1145.01","15900","0.1","18206","18815","848","1448","20231204","1289","11.48","20231024","1033","10.45"
"5009","富士興産","東証ST","卸売","20240126","1988","-10","-0.5","1998","1998","2015","1987","1996.51","23300","0.27","46519","17383","1598","2398","20240125","2030","2.07","20230407","1149","73.02"
"5010","日本精蝋","東証ST","石油・石炭","20240126","134","0","0","134","135","135","133","134.09","35000","0.16","4693","3002","84","184","20230927","250","46.4","20230821","107","25.23"
"5011","ニチレキ","東証PR","石油・石炭","20240126","2497","-8","-0.32","2505","2503","2520","2480","2496.86","52000","0.16","129837","79120","2005","3005","20240122","2614","4.48","20230105","1246","100.4"
"5013","ユシロ化学工業","東証ST","石油・石炭","20240126","1823","-37","-1.99","1860","1840","1854","1815","1832.64","53900","0.39","98779","25340","1460","2260","20240116","1888","3.44","20230110","763","138.93"
"5015","ビーピー・カストロール","東証ST","石油・石炭","20240126","867","-1","-0.12","868","869","871","867","868.36","10900","0.05","9465","19919","718","1018","20230929","930","6.77","20230116","838","3.46"
"5017","富士石油","東証PR","石油・石炭","20240126","370","1","0.27","369","372","376","369","371.88","440800","0.56","163926","28928","289","449","20240117","395","6.33","20230105","245","51.02"
"5018","MORESCO","東証ST","石油・石炭","20240126","1445","-37","-2.5","1482","1475","1475","1436","1451.35","53100","0.55","77067","14011","1182","1782","20240125","1482","2.5","20230601","1111","30.06"
"5019","出光興産","東証PR","石油・石炭","20240126","814.5","-5","-0.61","819.5","827.7","827.7","812.2","818.39","5718400","0.38","4679882","1213054","669.5","969.5","20240117","861","5.4","20230531","542","50.28"
"5020","ENEOSホールディングス","東証PR","石油・石炭","20240126","591.5","-6.7","-1.12","598.2","600","600","590.3","594.19","11731900","0.39","6971016","1793931","498.2","698.2","20230915","642","7.87","20230105","436","35.67"
"5021","コスモエネルギーホールディングス","東証PR","石油・石炭","20240126","6088","-52","-0.85","6140","6204","6212","6088","6132.08","349400","0.4","2142548","537898","5140","7140","20240116","6417","5.13","20230105","3310","83.93"
